Date,Open,High,Low,Close,Volume
2022-04-18 14:50:00,124.8181,124.8724,124.7193,124.828,25418
2022-04-18 14:55:00,124.8378,125.0025,124.7786,124.907,56928
2022-04-18 15:00:00,124.8971,124.8971,124.7885,124.8146,29755
2022-04-18 15:05:00,124.8181,124.8378,124.6897,124.7193,43053
2022-04-18 15:10:00,124.7242,124.7786,124.6798,124.7687,53147
2022-04-18 15:15:00,124.7934,124.907,124.5711,124.6304,76447
2022-04-18 15:20:00,124.6502,124.6897,124.4872,124.5316,34623
2022-04-18 15:25:00,124.5415,124.6502,124.502,124.5118,37384
2022-04-18 15:30:00,124.5118,124.5316,124.4723,124.4822,32967
2022-04-18 15:35:00,124.4723,124.4822,124.3242,124.3242,63318
2022-04-18 15:40:00,124.3044,124.3093,124.1948,124.2451,47206
2022-04-18 15:45:00,124.2649,124.3637,124.1987,124.2945,72631
2022-04-18 15:50:00,124.2945,124.4328,124.2254,124.3143,116842
2022-04-18 15:55:00,124.2945,124.4427,124.1957,124.4032,132176
2022-04-18 16:00:00,124.3933,124.6403,124.3637,124.6403,196708
2022-04-18 16:05:00,124.6403,124.6403,124.6403,124.6403,29685
2022-04-18 16:10:00,124.66,124.66,124.6304,124.6304,2075
2022-04-18 16:15:00,124.6403,124.6403,124.6403,124.6403,6364
2022-04-18 16:25:00,125.0259,125.0259,125.0259,125.0259,105
2022-04-18 16:40:00,124.8181,125.0439,124.6897,125.0439,1598
2022-04-18 17:35:00,124.9663,124.9663,124.9663,124.9663,100
2022-04-18 17:40:00,124.7786,124.7786,124.7786,124.7786,750
2022-04-18 17:45:00,124.7193,124.7687,124.7193,124.7687,400
2022-04-18 17:50:00,124.7292,124.7292,124.7292,124.7292,385
2022-04-18 17:55:00,124.8675,124.8675,124.8675,124.8675,300
2022-04-18 18:00:00,124.7687,124.7687,124.7687,124.7687,100
2022-04-18 18:05:00,124.8675,124.8675,124.8675,124.8675,100
2022-04-18 18:25:00,124.7687,124.7687,124.7687,124.7687,297
2022-04-18 18:30:00,124.7687,124.7687,124.7687,124.7687,200
2022-04-18 18:55:00,124.7687,124.7687,124.7687,124.7687,125
2022-04-18 19:15:00,124.8378,124.8378,124.8378,124.8378,150
2022-04-18 19:20:00,124.8477,124.8477,124.8477,124.8477,405
2022-04-18 19:50:00,124.8675,124.8675,124.8675,124.8675,705
2022-04-18 19:55:00,124.9169,124.9169,124.9169,124.9169,115
2022-04-18 20:00:00,125.0552,125.0552,125.0552,125.0552,239
2022-04-19 04:35:00,124.8181,124.8181,124.8181,124.8181,200
2022-04-19 04:50:00,124.7489,124.7489,124.7489,124.7489,230
2022-04-19 04:55:00,124.6403,124.6403,124.6403,124.6403,896
2022-04-19 06:35:00,124.4723,124.4723,124.4723,124.4723,200
2022-04-19 07:05:00,124.6106,124.6106,124.6106,124.6106,493
2022-04-19 07:25:00,124.6205,124.6205,124.6205,124.6205,268
2022-04-19 08:00:00,124.9169,124.9169,124.9169,124.9169,813
2022-04-19 08:05:00,125.0651,125.1638,124.4921,125.1638,3799
2022-04-19 08:20:00,125.0552,125.1836,125.0552,125.1638,1116
2022-04-19 08:25:00,124.9564,124.9564,124.9564,124.9564,1032
2022-04-19 08:30:00,124.9564,124.9564,124.9564,124.9564,400
2022-04-19 08:40:00,124.9564,124.9564,124.7193,124.7193,1006
2022-04-19 08:45:00,124.8181,124.8181,124.8181,124.8181,798
2022-04-19 08:55:00,124.7489,124.7489,124.6205,124.6205,1156
2022-04-19 09:00:00,124.8181,124.8181,124.4724,124.4724,1178
2022-04-19 09:10:00,124.4723,124.4723,124.4723,124.4723,1006
2022-04-19 09:20:00,124.6897,124.6897,124.6502,124.6502,878
2022-04-19 09:30:00,124.4723,124.4723,124.2254,124.2254,747
2022-04-19 09:35:00,124.5514,125.2034,124.4723,124.6106,180901
2022-04-19 09:40:00,124.6106,124.9959,124.502,124.8774,62054
2022-04-19 09:45:00,124.8477,125.4602,124.8477,125.4306,80070
2022-04-19 09:50:00,125.4503,125.964,125.4306,125.7255,175420
2022-04-19 09:55:00,125.7368,126.0134,125.6973,125.9937,75162
2022-04-19 10:00:00,125.9541,126.0332,125.638,125.7418,73524
2022-04-19 10:05:00,125.7368,125.8257,125.6084,125.7566,67283
2022-04-19 10:10:00,125.7665,125.9443,125.5689,125.6825,45385
2022-04-19 10:15:00,125.7072,125.9739,125.6973,125.9196,47633
2022-04-19 10:20:00,125.9097,125.9937,125.6183,125.7121,68500
2022-04-19 10:25:00,125.7121,125.9739,125.6973,125.9048,37415
2022-04-19 10:30:00,125.9127,126.0025,125.8158,125.964,43347
2022-04-19 10:35:00,125.9739,125.9937,125.6874,125.7665,46085
2022-04-19 10:40:00,125.7665,125.8554,125.6874,125.7665,54102
2022-04-19 10:45:00,125.7204,125.9937,125.6677,125.9443,58562
2022-04-19 10:50:00,125.9443,126.1221,125.9344,126.0628,67281
2022-04-19 10:55:00,126.0628,126.0925,125.8455,125.9146,59121
2022-04-19 11:00:00,125.9048,126.0233,125.8652,125.8998,53414
2022-04-19 11:05:00,125.9146,126.1665,125.8418,126.1418,44084
2022-04-19 11:10:00,126.1221,126.2703,126.1201,126.1517,38827
2022-04-19 11:15:00,126.1517,126.2406,126.1122,126.2245,48848
2022-04-19 11:20:00,126.2406,126.2918,126.0826,126.0826,66230
2022-04-19 11:25:00,126.0974,126.1418,125.9146,126.0628,103707
2022-04-19 11:30:00,126.0875,126.2159,126.0529,126.2159,39508
2022-04-19 11:35:00,126.2209,126.3592,126.1221,126.2604,82500
2022-04-19 11:40:00,126.2604,126.5123,126.2209,126.4975,54151
2022-04-19 11:45:00,126.5271,126.5468,126.3394,126.4382,59457
2022-04-19 11:50:00,126.4476,126.4481,126.211,126.29,35155
2022-04-19 11:55:00,126.3098,126.5963,126.29,126.5172,42039
2022-04-19 12:00:00,126.5074,126.5765,126.4481,126.4678,36858
2022-04-19 12:05:00,126.4678,126.6457,126.4481,126.5814,55625
2022-04-19 12:10:00,126.5666,126.5814,126.4777,126.5469,43104
2022-04-19 12:15:00,126.5469,126.7247,126.5172,126.6457,52751
2022-04-19 12:20:00,126.6259,126.9025,126.6259,126.8729,62211
2022-04-19 12:25:00,126.8729,126.9815,126.7938,126.8334,32089
2022-04-19 12:30:00,126.8334,126.942,126.7741,126.8383,32650
2022-04-19 12:35:00,126.8383,126.863,126.6951,126.7247,37152
2022-04-19 12:40:00,126.754,126.8284,126.6951,126.6951,46519
2022-04-19 12:45:00,126.7036,126.7336,126.616,126.6852,25862
2022-04-19 12:50:00,126.6951,126.7494,126.6259,126.6704,28511
2022-04-19 12:55:00,126.6753,126.9575,126.6753,126.8432,98219
2022-04-19 13:00:00,126.8432,126.9815,126.7642,126.8828,70957
2022-04-19 13:05:00,126.8828,126.9223,126.6951,126.7247,68168
2022-04-19 13:10:00,126.7345,126.9124,126.7148,126.784,60214
2022-04-19 13:15:00,126.7741,126.8432,126.6951,126.7988,49180
2022-04-19 13:20:00,126.7988,126.9025,126.6853,126.8235,74723
2022-04-19 13:25:00,126.8136,127.0408,126.7741,127.0309,59820
2022-04-19 13:30:00,127.0161,127.0803,126.6951,126.6951,37065
2022-04-19 13:35:00,126.6852,126.7148,126.5568,126.5963,46635
2022-04-19 13:40:00,126.616,126.942,126.616,126.9124,41117
2022-04-19 13:45:00,126.9301,127.11,126.8424,127.0408,85530
2022-04-19 13:50:00,127.0556,127.2088,126.9223,127.1643,65221
2022-04-19 13:55:00,127.1594,127.2581,127.1198,127.1594,42284
2022-04-19 14:00:00,127.1495,127.268,127.1495,127.189,43015
2022-04-19 14:05:00,127.1989,127.2532,127.0842,127.189,48994
2022-04-19 14:10:00,127.189,127.2483,127.11,127.11,46399
2022-04-19 14:15:00,127.0902,127.2285,127.0211,127.189,76678
2022-04-19 14:20:00,127.189,127.189,127.0211,127.0655,53517
2022-04-19 14:25:00,127.0655,127.11,126.9815,127.0902,63153
2022-04-19 14:30:00,127.0902,127.1001,126.9519,126.9717,49813
2022-04-19 14:35:00,126.9717,126.9815,126.7741,126.7889,73689
2022-04-19 14:40:00,126.7742,126.9815,126.7642,126.9173,72979
2022-04-19 14:45:00,126.8936,127.0467,126.8936,126.9815,66445
2022-04-19 14:50:00,126.9618,127.1594,126.942,127.1495,97205
2022-04-19 14:55:00,127.1396,127.15,127.0013,127.0276,48718
2022-04-19 15:00:00,127.0112,127.189,127.0013,127.0704,48010
2022-04-19 15:05:00,127.0704,127.4076,127.0606,127.273,96319
2022-04-19 15:10:00,127.2582,127.2828,127.11,127.2483,87884
2022-04-19 15:15:00,127.2483,127.3668,127.1297,127.3175,70282
2022-04-19 15:20:00,127.3471,127.4508,127.3174,127.3174,98886
2022-04-19 15:25:00,127.3174,127.6088,127.3174,127.5545,95472
2022-04-19 15:30:00,127.5545,127.6039,127.4508,127.594,132938
2022-04-19 15:35:00,127.6028,127.6138,127.4755,127.515,128147
2022-04-19 15:40:00,127.515,127.7916,127.3938,127.7027,165865
2022-04-19 15:45:00,127.7027,127.8311,127.6434,127.7422,177318
2022-04-19 15:50:00,127.7521,127.7718,127.5446,127.5644,228242
2022-04-19 15:55:00,127.5644,127.742,127.5545,127.6434,285600
2022-04-19 16:00:00,127.6484,127.8114,127.4458,127.6335,530816
2022-04-19 16:05:00,127.5841,128.3942,127.4854,127.6928,66587
2022-04-19 16:10:00,127.6928,133.2447,124.9663,130.7947,179436
2022-04-19 16:15:00,130.0044,132.7705,129.4117,132.2272,236165
2022-04-19 16:20:00,132.0889,132.6915,127.5841,131.0417,137625
2022-04-19 16:25:00,131.1899,131.1899,127.5841,129.718,89338
2022-04-19 16:30:00,129.9057,130.3996,127.5841,130.3798,110159
2022-04-19 16:35:00,130.3798,130.3995,129.4117,130.0637,62503
2022-04-19 16:40:00,130.1329,130.3008,129.7097,129.9748,15726
2022-04-19 16:45:00,130.0044,130.3775,129.9057,130.3008,8843
2022-04-19 16:50:00,130.3008,131.8715,130.0835,130.8935,35702
2022-04-19 16:55:00,130.8738,130.8738,129.9155,129.9155,17823
2022-04-19 17:00:00,130.0538,130.3798,130.0538,130.0736,12518
2022-04-19 17:05:00,130.0637,130.0835,128.4238,129.1154,32905
2022-04-19 17:10:00,129.1154,129.6587,128.8189,129.3622,41222
2022-04-19 17:15:00,129.3327,129.4117,128.7004,129.4017,10743
2022-04-19 17:20:00,129.2141,129.4117,129.1055,129.4117,10397
2022-04-19 17:25:00,129.3129,130.1526,129.3129,129.807,23146
2022-04-19 17:30:00,129.9056,129.9056,129.2141,129.5105,8677
2022-04-19 17:35:00,129.708,130.3996,129.2932,129.4117,21267
2022-04-19 17:40:00,129.6587,131.6739,129.6587,130.202,29780
2022-04-19 17:45:00,130.3996,130.3996,130.0044,130.0044,5353
2022-04-19 17:50:00,130.3008,130.3008,129.8069,129.8069,2955
2022-04-19 17:55:00,129.8167,130.044,129.4117,129.55,16790
2022-04-19 18:00:00,130.0043,130.0043,129.1995,129.1995,10349
2022-04-19 18:05:00,129.2438,129.4117,128.819,129.0166,16119
2022-04-19 18:10:00,128.8684,129.0166,128.8091,129.0166,5872
2022-04-19 18:15:00,129.0166,129.0166,128.4238,128.7498,16853
2022-04-19 18:20:00,128.819,128.8684,128.4732,128.4732,9347
2022-04-19 18:25:00,128.7103,128.74,128.7103,128.74,645
2022-04-19 18:30:00,128.9178,129.0166,128.7696,128.7696,3262
2022-04-19 18:35:00,128.9178,128.9672,128.572,128.7202,8801
2022-04-19 18:40:00,128.6708,128.819,128.572,128.819,1704
2022-04-19 18:50:00,128.9178,129.3426,128.9178,129.1154,8701
2022-04-19 18:55:00,129.1154,129.1154,129.1154,129.1154,2501
2022-04-19 19:00:00,128.8289,129.1351,128.8289,129.1351,323
2022-04-19 19:05:00,129.1944,129.392,129.1055,129.392,3325
2022-04-19 19:10:00,129.1647,129.392,128.977,129.2537,2453
2022-04-19 19:15:00,129.2537,129.2537,129.0166,129.0166,321
2022-04-19 19:20:00,129.2141,129.2141,129.2141,129.2141,170
2022-04-19 19:25:00,129.1154,129.2141,129.1154,129.2141,741
2022-04-19 19:30:00,129.1154,129.1944,129.1154,129.1944,691
2022-04-19 19:35:00,129.1154,129.4117,129.1154,129.4117,6127
2022-04-19 19:40:00,129.6093,129.7081,129.2141,129.5204,1355
2022-04-19 19:45:00,129.392,129.392,129.392,129.392,205
2022-04-19 19:50:00,129.5006,129.5006,129.392,129.5006,2878
2022-04-19 19:55:00,129.4216,129.5105,129.4215,129.5105,1792
2022-04-19 20:00:00,129.4216,129.5401,129.4216,129.4216,2128
2022-04-20 04:05:00,129.5895,129.5895,129.5204,129.5204,1260
2022-04-20 04:15:00,129.392,129.392,129.392,129.392,100
2022-04-20 04:55:00,129.2932,129.4216,129.2932,129.4216,678
2022-04-20 05:05:00,129.5599,129.9353,129.5599,129.9353,1088
2022-04-20 05:10:00,129.9057,129.9057,129.9057,129.9057,390
2022-04-20 05:30:00,130.1032,130.1921,130.1032,130.1921,1248
2022-04-20 05:35:00,130.5972,130.7651,130.5972,130.7651,1494
2022-04-20 05:50:00,129.955,129.955,129.955,129.955,230
2022-04-20 06:45:00,130.3008,130.3008,130.3008,130.3008,100
2022-04-20 06:55:00,130.8836,130.8935,130.8836,130.8836,2688
2022-04-20 07:05:00,130.6762,130.7552,130.6762,130.696,1292
2022-04-20 07:10:00,130.8343,131.3875,130.8343,130.9133,9502
2022-04-20 07:15:00,130.9923,130.9923,130.9824,130.9824,1924
2022-04-20 07:20:00,130.9232,130.9923,130.9232,130.9923,1575
2022-04-20 07:25:00,130.9824,130.9824,130.9824,130.9824,716
2022-04-20 07:30:00,131.0121,131.0121,130.775,130.775,2590
2022-04-20 07:35:00,130.4589,130.5083,130.4292,130.449,1991
2022-04-20 07:40:00,130.5774,130.696,130.5774,130.696,526
2022-04-20 07:45:00,130.528,130.528,130.3502,130.3502,3830
2022-04-20 07:50:00,130.3502,130.3502,130.3502,130.3502,199
2022-04-20 07:55:00,130.3996,130.3996,130.202,130.202,1903
2022-04-20 08:00:00,130.3008,130.3996,130.1526,130.3502,2340
2022-04-20 08:05:00,131.0911,131.2393,130.1526,130.2514,15278
2022-04-20 08:10:00,130.2909,130.3996,129.9946,129.9946,5935
2022-04-20 08:15:00,130.0242,130.0242,129.5312,129.6587,8547
2022-04-20 08:20:00,129.8069,130.3996,129.8069,130.3995,4056
2022-04-20 08:25:00,130.3996,130.3996,130.1921,130.1921,425
2022-04-20 08:30:00,130.1131,130.2613,130.1131,130.2613,897
2022-04-20 08:40:00,130.2613,130.6959,130.2613,130.6959,4623
2022-04-20 08:45:00,130.6861,130.8441,130.6169,130.8441,3768
2022-04-20 08:50:00,130.7157,130.9429,130.7157,130.7453,2854
2022-04-20 08:55:00,130.8441,130.8935,130.3996,130.4984,5570
2022-04-20 09:00:00,130.696,130.696,130.607,130.607,298
2022-04-20 09:05:00,130.6465,130.6465,130.607,130.607,619
2022-04-20 09:10:00,130.6466,130.8935,130.6466,130.696,3242
2022-04-20 09:15:00,130.7947,130.7947,130.6169,130.6169,3687
2022-04-20 09:20:00,130.8334,131.3267,130.8334,131.1899,12512
2022-04-20 09:25:00,131.0911,131.4566,130.696,131.1504,40002
2022-04-20 09:30:00,131.1504,133.462,131.1504,133.3632,95141
2022-04-20 09:35:00,133.3632,135.4773,132.7804,134.7265,1592376
2022-04-20 09:40:00,134.6672,135.2896,133.8078,134.3313,728173
2022-04-20 09:45:00,134.3955,134.6968,133.5015,133.6892,642476
2022-04-20 09:50:00,133.6398,133.9263,132.0592,132.2173,479990
2022-04-20 09:55:00,132.1768,133.5904,131.7629,133.462,441772
2022-04-20 10:00:00,133.4719,134.0547,133.1162,133.3731,381387
2022-04-20 10:05:00,133.383,134.114,133.136,134.0053,400296
2022-04-20 10:10:00,133.9708,134.5388,133.709,133.9473,428546
2022-04-20 10:15:00,133.9461,134.8154,133.8374,134.7759,266596
2022-04-20 10:20:00,134.7561,135.2501,134.6672,135.0772,298842
2022-04-20 10:25:00,135.0722,135.8527,135.0722,135.6907,410008
2022-04-20 10:30:00,135.6847,135.991,135.3785,135.823,292308
2022-04-20 10:35:00,135.8477,136.1787,135.6403,135.823,284907
2022-04-20 10:40:00,135.8033,135.9119,135.339,135.417,255398
2022-04-20 10:45:00,135.4131,135.5859,132.3655,135.5069,183148
2022-04-20 10:50:00,135.5365,135.8527,135.3686,135.5365,182196
2022-04-20 10:55:00,135.5365,135.9712,135.2797,135.9712,169533
2022-04-20 11:00:00,135.9699,136.7418,135.9416,136.722,250178
2022-04-20 11:05:00,136.722,136.8504,136.4553,136.6114,239303
2022-04-20 11:10:00,136.5951,137.048,136.5951,137.0184,191015
2022-04-20 11:15:00,137.0085,137.1962,136.4553,136.5047,251704
2022-04-20 11:20:00,136.5047,136.7516,136.2577,136.4059,161979
2022-04-20 11:25:00,136.4355,136.5145,136.0305,136.0644,167391
2022-04-20 11:30:00,136.0502,136.2873,135.6452,136.0255,232311
2022-04-20 11:35:00,136.0601,136.0798,135.6551,135.8823,159821
2022-04-20 11:40:00,135.8724,136.7911,135.8724,136.6601,182517
2022-04-20 11:45:00,136.6518,137.5419,136.6518,137.5419,260163
2022-04-20 11:50:00,137.5321,137.5419,137.0381,137.374,145397
2022-04-20 11:55:00,137.3839,137.6605,137.1073,137.5419,233162
2022-04-20 12:00:00,137.5419,137.8679,137.4135,137.4925,265128
2022-04-20 12:05:00,137.4925,137.4925,136.9152,137.1418,139475
2022-04-20 12:10:00,137.1418,137.3147,136.9196,136.9887,119600
2022-04-20 12:15:00,136.9844,136.9844,136.6627,136.7813,126588
2022-04-20 12:20:00,136.8109,137.1171,136.515,137.0579,161178
2022-04-20 12:25:00,137.0529,137.0776,136.7714,136.8569,124379
2022-04-20 12:30:00,136.8801,136.8801,136.5738,136.6034,117107
2022-04-20 12:35:00,136.6034,137.1369,136.6034,137.1074,233299
2022-04-20 12:40:00,137.1073,137.6101,137.0875,137.5518,191912
2022-04-20 12:45:00,137.5616,137.6901,137.1665,137.4629,114109
2022-04-20 12:50:00,137.4827,137.6111,137.2752,137.3849,87149
2022-04-20 12:55:00,137.3987,137.6506,137.3641,137.4184,97089
2022-04-20 13:00:00,137.4333,137.6605,137.3048,137.3888,107978
2022-04-20 13:05:00,137.3937,137.4605,136.9492,136.9986,91809
2022-04-20 13:10:00,136.9887,137.0628,136.8603,136.9393,89157
2022-04-20 13:15:00,136.9196,137.2752,136.8899,137.1863,77662
2022-04-20 13:20:00,137.1764,137.2357,136.8899,136.9492,76555
2022-04-20 13:25:00,136.9393,137.0466,136.8899,136.9492,63751
2022-04-20 13:30:00,136.9492,137.3147,136.9492,137.295,80701
2022-04-20 13:35:00,137.295,137.4431,137.127,137.2258,77515
2022-04-20 13:40:00,137.2554,137.4135,137.2061,137.3942,59904
2022-04-20 13:45:00,137.3937,137.5716,137.3691,137.4431,76285
2022-04-20 13:50:00,137.4333,137.5321,137.3542,137.453,84366
2022-04-20 13:55:00,137.4629,137.4925,137.2734,137.4135,89132
2022-04-20 14:00:00,137.4135,137.5617,137.3839,137.5453,69668
2022-04-20 14:05:00,137.5222,137.6506,137.484,137.5814,96907
2022-04-20 14:10:00,137.5913,137.6704,137.4925,137.621,93650
2022-04-20 14:15:00,137.6237,137.7988,137.5617,137.5716,120893
2022-04-20 14:20:00,137.5621,137.6407,137.1567,137.1764,88647
2022-04-20 14:25:00,137.1746,137.211,136.9986,137.1386,125503
2022-04-20 14:30:00,137.132,137.2357,137.0134,137.0678,108844
2022-04-20 14:35:00,137.0776,137.0776,136.5738,136.6627,192851
2022-04-20 14:40:00,136.6924,136.8801,136.6726,136.722,102875
2022-04-20 14:45:00,136.722,136.7615,136.4849,136.4933,104145
2022-04-20 14:50:00,136.4849,136.7976,136.4059,136.7368,166920
2022-04-20 14:55:00,136.722,136.722,135.9613,136.0404,250526
2022-04-20 15:00:00,136.0404,136.317,135.8131,136.2577,142184
2022-04-20 15:05:00,136.2379,136.5047,136.2182,136.475,100306
2022-04-20 15:10:00,136.4651,136.5788,136.3664,136.5788,74935
2022-04-20 15:15:00,136.5936,136.7714,136.564,136.6331,177740
2022-04-20 15:20:00,136.6331,136.6331,136.2873,136.3367,120899
2022-04-20 15:25:00,136.3367,136.5936,136.07,136.5442,165583
2022-04-20 15:30:00,136.5442,136.8702,136.5245,136.8109,177896
2022-04-20 15:35:00,136.8109,136.8801,136.5985,136.6331,186916
2022-04-20 15:40:00,136.6281,136.6627,136.3664,136.5541,157405
2022-04-20 15:45:00,136.5353,136.5738,136.3268,136.5145,176992
2022-04-20 15:50:00,136.5294,136.7418,136.475,136.6726,209703
2022-04-20 15:55:00,136.6627,136.8405,136.5886,136.643,309539
2022-04-20 16:00:00,136.638,136.7418,136.4355,136.6133,477382
2022-04-20 16:05:00,136.643,136.7615,136.2281,136.6232,106705
2022-04-20 16:10:00,136.7714,136.7714,136.643,136.643,116763
2022-04-20 16:15:00,136.6431,136.722,136.643,136.722,2232
2022-04-20 16:20:00,136.643,136.643,136.643,136.643,7199
2022-04-20 16:25:00,136.643,136.643,136.643,136.643,327
2022-04-20 16:30:00,136.6726,136.6726,136.643,136.643,1714
2022-04-20 16:35:00,136.643,136.6528,136.643,136.643,841
2022-04-20 16:40:00,136.643,136.6431,136.643,136.6431,213
2022-04-20 16:45:00,136.8208,136.8208,136.8208,136.8208,200
2022-04-20 16:50:00,136.643,136.643,136.643,136.643,400
2022-04-20 16:55:00,136.6431,136.6431,136.6431,136.6431,149
2022-04-20 17:00:00,136.643,136.643,136.643,136.643,260
2022-04-20 17:15:00,136.8208,136.8208,136.8208,136.8208,300
2022-04-20 17:20:00,136.6232,136.6232,136.6232,136.6232,1293
2022-04-20 17:25:00,136.6232,136.6232,136.6232,136.6232,3941
2022-04-20 17:35:00,136.6232,136.6232,136.6232,136.6232,531
2022-04-20 17:40:00,136.6232,136.6232,136.6232,136.6232,233
2022-04-20 17:50:00,136.643,136.643,136.643,136.643,1504
2022-04-20 18:00:00,136.7713,136.7714,136.7713,136.7714,488
2022-04-20 18:25:00,136.9196,136.9196,136.9196,136.9196,121
2022-04-20 18:30:00,136.8208,136.8208,136.8208,136.8208,310
2022-04-20 18:35:00,136.643,136.643,136.643,136.643,112
2022-04-20 18:40:00,136.722,136.722,136.722,136.722,2554
2022-04-20 18:45:00,136.722,136.722,136.6528,136.6528,504
2022-04-20 18:50:00,136.6528,136.6529,136.6528,136.6529,2103
2022-04-20 19:10:00,136.6825,136.6924,136.6825,136.6924,327
2022-04-20 19:20:00,136.6924,136.6924,136.6924,136.6924,1026
2022-04-20 19:25:00,136.6825,136.6825,136.6825,136.6825,1005
