Datetime,Open,High,Low,Close,Adj Close,Volume
2021-04-01 05:00:00,1.3783026933670044,1.3783026933670044,1.3778469562530518,1.377903938293457,1.377903938293457,0
2021-04-01 05:30:00,1.377808928489685,1.3780938386917114,1.3761215209960938,1.3767467737197876,1.3767467737197876,0
2021-04-01 06:00:00,1.3766709566116333,1.3767846822738647,1.3755158185958862,1.3760079145431519,1.3760079145431519,0
2021-04-01 06:30:00,1.37589430809021,1.3767277002334595,1.3756482601165771,1.3762162923812866,1.3762162923812866,0
2021-04-01 07:00:00,1.3760079145431519,1.3765761852264404,1.375118613243103,1.3763678073883057,1.3763678073883057,0
2021-04-01 07:30:00,1.3759511709213257,1.3768794536590576,1.3755537271499634,1.37644362449646,1.37644362449646,0
2021-04-01 08:00:00,1.3758565187454224,1.3775053024291992,1.3746838569641113,1.3771448135375977,1.3771448135375977,0
2021-04-01 08:30:00,1.3777520656585693,1.378834843635559,1.3767088651657104,1.378834843635559,1.378834843635559,0
2021-04-01 09:00:00,1.37811279296875,1.3795006275177002,1.37811279296875,1.3791581392288208,1.3791581392288208,0
2021-04-01 09:30:00,1.3789108991622925,1.3795766830444336,1.3777520656585693,1.377771019935608,1.377771019935608,0
2021-04-01 10:00:00,1.3778280019760132,1.3785877227783203,1.3772966861724854,1.3776192665100098,1.3776192665100098,0
2021-04-01 10:30:00,1.3777520656585693,1.3781697750091553,1.3770312070846558,1.377467393875122,1.377467393875122,0
2021-04-01 11:00:00,1.37710702419281,1.3775053024291992,1.3757997751235962,1.3773726224899292,1.3773726224899292,0
2021-04-01 11:30:00,1.3773345947265625,1.377808928489685,1.3762730360031128,1.3777329921722412,1.3777329921722412,0
2021-04-01 12:00:00,1.377543330192566,1.3786637783050537,1.376993179321289,1.3786637783050537,1.3786637783050537,0
2021-04-01 12:30:00,1.378340721130371,1.3787018060684204,1.3774484395980835,1.3786447048187256,1.3786447048187256,0
2021-04-01 13:00:00,1.3786067962646484,1.3792152404785156,1.3784737586975098,1.3787018060684204,1.3787018060684204,0
2021-04-01 13:30:00,1.3786067962646484,1.3795766830444336,1.3784167766571045,1.3789680004119873,1.3789680004119873,0
2021-04-01 14:00:00,1.379367470741272,1.3808149099349976,1.3792532682418823,1.3808149099349976,1.3808149099349976,0
2021-04-01 14:30:00,1.3808722496032715,1.3826286792755127,1.3807768821716309,1.3818644285202026,1.3818644285202026,0
2021-04-01 15:00:00,1.3818261623382568,1.3828389644622803,1.381348967552185,1.3815207481384277,1.3815207481384277,0
2021-04-01 15:30:00,1.381711721420288,1.3825522661209106,1.38089120388031,1.381425380706787,1.381425380706787,0
2021-04-01 16:00:00,1.3823038339614868,1.3832597732543945,1.381921648979187,1.3831640481948853,1.3831640481948853,0
2021-04-01 16:30:00,1.3831450939178467,1.3834128379821777,1.3824374675750732,1.382533073425293,1.382533073425293,0
2021-04-01 17:00:00,1.3828389644622803,1.3836426734924316,1.382666826248169,1.3830875158309937,1.3830875158309937,0
2021-04-01 17:30:00,1.3828197717666626,1.3835468292236328,1.381998062133789,1.381998062133789,1.381998062133789,0
2021-04-01 18:00:00,1.3819599151611328,1.3825712203979492,1.3816734552383423,1.382533073425293,1.382533073425293,0
2021-04-01 18:30:00,1.3826478719711304,1.3828389644622803,1.3820171356201172,1.3823038339614868,1.3823038339614868,0
2021-04-01 19:00:00,1.3822463750839233,1.3831067085266113,1.3821699619293213,1.3831067085266113,1.3831067085266113,0
2021-04-01 19:30:00,1.382991909980774,1.3834511041641235,1.382590413093567,1.3832215070724487,1.3832215070724487,0
2021-04-01 20:00:00,1.3830875158309937,1.3832597732543945,1.382533073425293,1.382800817489624,1.382800817489624,0
2021-04-01 20:30:00,1.3829728364944458,1.383623480796814,1.3827624320983887,1.3832980394363403,1.3832980394363403,0
2021-04-01 21:00:00,1.3832980394363403,1.3835660219192505,1.382800817489624,1.3831067085266113,1.3831067085266113,0
2021-04-01 21:30:00,1.3831067085266113,1.383623480796814,1.382877230644226,1.3835468292236328,1.3835468292236328,0
2021-04-01 22:00:00,1.3834511041641235,1.3836426734924316,1.3828964233398438,1.3828964233398438,1.3828964233398438,0
2021-04-01 22:30:00,1.3830111026763916,1.3835468292236328,1.3828389644622803,1.3828964233398438,1.3828964233398438,0
2021-04-01 23:00:00,1.3832024335861206,1.383680820465088,1.3830111026763916,1.3835660219192505,1.3835660219192505,0
2021-04-01 23:30:00,1.3831067085266113,1.3837957382202148,1.383068561553955,1.3832789659500122,1.3832789659500122,0
2021-04-02 00:00:00,1.3837000131607056,1.3837957382202148,1.382800817489624,1.382800817489624,1.382800817489624,0
2021-04-02 00:30:00,1.3833363056182861,1.3834894895553589,1.3828964233398438,1.3834320306777954,1.3834320306777954,0
2021-04-02 01:00:00,1.382991909980774,1.3844088315963745,1.382991909980774,1.384006381034851,1.384006381034851,0
2021-04-02 01:30:00,1.3837765455245972,1.3843896389007568,1.383508563041687,1.3842554092407227,1.3842554092407227,0
2021-04-02 02:00:00,1.3840447664260864,1.3843129873275757,1.3836616277694702,1.3838340044021606,1.3838340044021606,0
2021-04-02 02:30:00,1.3838531970977783,1.384063959121704,1.383183240890503,1.3835468292236328,1.3835468292236328,0
2021-04-02 03:00:00,1.383680820465088,1.3839489221572876,1.383125901222229,1.38392972946167,1.38392972946167,0
2021-04-02 03:30:00,1.3838915824890137,1.384293794631958,1.3836042881011963,1.3842746019363403,1.3842746019363403,0
2021-04-02 04:00:00,1.3844279050827026,1.384926438331604,1.3840447664260864,1.384868860244751,1.384868860244751,0
2021-04-02 04:30:00,1.3847730159759521,1.3847922086715698,1.3840447664260864,1.3845813274383545,1.3845813274383545,0
2021-04-02 05:00:00,1.3844470977783203,1.3848114013671875,1.3839106559753418,1.3843320608139038,1.3843320608139038,0
2021-04-02 05:30:00,1.384293794631958,1.3847730159759521,1.3840447664260864,1.3845813274383545,1.3845813274383545,0
2021-04-02 06:00:00,1.3846195936203003,1.3852909803390503,1.3843896389007568,1.3849648237228394,1.3849648237228394,0
2021-04-02 06:30:00,1.3851374387741089,1.3851374387741089,1.3842554092407227,1.3847155570983887,1.3847155570983887,0
2021-04-02 07:00:00,1.3846004009246826,1.3846771717071533,1.3840447664260864,1.3842554092407227,1.3842554092407227,0
2021-04-02 07:30:00,1.3844854831695557,1.3848496675491333,1.383987307548523,1.3844088315963745,1.3844088315963745,0
2021-04-02 08:00:00,1.3841214179992676,1.3843512535095215,1.3832597732543945,1.3835277557373047,1.3835277557373047,0
2021-04-02 08:30:00,1.3835660219192505,1.3842554092407227,1.3835660219192505,1.3837765455245972,1.3837765455245972,0
2021-04-02 09:00:00,1.3841404914855957,1.3841979503631592,1.3835468292236328,1.3839681148529053,1.3839681148529053,0
2021-04-02 09:30:00,1.3835277557373047,1.3841787576675415,1.383125901222229,1.3835850954055786,1.3835850954055786,0
2021-04-02 10:00:00,1.383623480796814,1.383680820465088,1.382877230644226,1.3835850954055786,1.3835850954055786,0
2021-04-02 10:30:00,1.3833363056182861,1.3835468292236328,1.3827433586120605,1.3835468292236328,1.3835468292236328,0
2021-04-02 11:00:00,1.3835468292236328,1.3841404914855957,1.3833363056182861,1.3841404914855957,1.3841404914855957,0
2021-04-02 11:30:00,1.3840830326080322,1.3841596841812134,1.383374571800232,1.3839106559753418,1.3839106559753418,0
2021-04-02 12:00:00,1.3839681148529053,1.384293794631958,1.383317232131958,1.383317232131958,1.383317232131958,0
2021-04-02 12:30:00,1.3832980394363403,1.383757472038269,1.382475733757019,1.3830493688583374,1.3830493688583374,0
